# Digitised from Texas Instruments TIDA-01492 design guide (TIDUDA4, Figure 47),
# "150-kHz to 30-MHz Conducted Emissions - Peak and Average Detection".
# (c) Texas Instruments Incorporated; reproduced here as measured reference data
# for EMC-pipeline validation (ABT #810). Not Faraday's to license.
#
# Board:      TIDA-01492, LM73605-Q1 front end at 2.2 MHz, CISPR 25 Class 5 target
# Instrument: Rohde & Schwarz receiver, Ref Lvl 70 dBuV, RBW 10 kHz, VBW 30 kHz,
#             sweep 10 s, RF Att 10 dB, 150 kHz - 30 MHz log sweep, 17 Jul 2017
# Method:     scripts/digitize_ce_screenshot.py, topmost trace pixel per column
# Checks:     marker 13.42 dBuV @ 30 MHz -> 13.27 digitised (0.15 dB);
#             Class 5 limit lines recovered at 54.04/34.09 (MW) and 50.05 (LW AV)
#             against Faraday's own 54/34/50 - see docs/validation-conducted.md
#
# Accuracy: about +/-0.5 dB from the pixel grid, worse where the trace is steep
# or the two traces cross. Fine for a per-decade error band; not for pinning a
# single harmonic.
frequency_hz,detector,level_dbuv
1.62061e+07,peak,12.02
1.62923e+07,peak,10.90
1.63789e+07,peak,10.77
1.64661e+07,peak,10.65
1.65537e+07,peak,11.02
1.66417e+07,peak,11.65
1.67302e+07,peak,11.27
1.68192e+07,peak,10.40
1.69087e+07,peak,10.27
1.69987e+07,peak,25.61
1.70891e+07,peak,25.24
1.718e+07,peak,12.39
1.72714e+07,peak,15.76
1.73633e+07,peak,19.13
1.74556e+07,peak,19.00
1.75485e+07,peak,13.89
1.76418e+07,peak,13.77
1.77357e+07,peak,11.65
1.783e+07,peak,11.77
1.79249e+07,peak,12.14
1.80202e+07,peak,12.02
1.81161e+07,peak,11.15
1.82125e+07,peak,11.02
1.83093e+07,peak,11.15
1.84067e+07,peak,11.27
1.85047e+07,peak,12.89
1.86031e+07,peak,12.77
1.87021e+07,peak,12.64
1.88015e+07,peak,12.02
1.89016e+07,peak,13.14
1.90021e+07,peak,20.25
1.91032e+07,peak,28.10
1.92048e+07,peak,27.98
1.9307e+07,peak,14.64
1.94097e+07,peak,14.26
1.95129e+07,peak,18.38
1.96167e+07,peak,18.25
1.97211e+07,peak,18.25
1.9826e+07,peak,14.26
1.99315e+07,peak,10.40
2.00375e+07,peak,10.77
2.01441e+07,peak,11.65
2.02512e+07,peak,11.27
2.0359e+07,peak,12.64
2.04673e+07,peak,13.77
2.05761e+07,peak,14.89
2.06856e+07,peak,14.76
2.07956e+07,peak,14.64
2.09063e+07,peak,13.77
2.10175e+07,peak,15.14
2.11293e+07,peak,14.76
2.12417e+07,peak,22.62
2.13547e+07,peak,22.49
2.14683e+07,peak,22.37
2.15825e+07,peak,18.00
2.16973e+07,peak,17.13
2.18127e+07,peak,17.01
2.19287e+07,peak,10.40
2.20454e+07,peak,10.77
2.21627e+07,peak,11.40
2.22806e+07,peak,11.52
2.23991e+07,peak,12.89
2.25182e+07,peak,13.02
2.2638e+07,peak,13.14
2.27585e+07,peak,13.02
2.28795e+07,peak,13.64
2.30012e+07,peak,13.27
2.31236e+07,peak,13.52
2.32466e+07,peak,12.77
2.33703e+07,peak,22.87
2.34946e+07,peak,22.74
2.36196e+07,peak,13.14
2.37452e+07,peak,13.02
2.38715e+07,peak,15.39
2.39985e+07,peak,15.26
2.41262e+07,peak,15.14
2.42545e+07,peak,13.52
2.43835e+07,peak,12.39
2.45133e+07,peak,12.77
2.46437e+07,peak,13.39
2.47747e+07,peak,13.27
2.49065e+07,peak,12.39
2.5039e+07,peak,12.27
2.51722e+07,peak,12.14
2.53061e+07,peak,12.52
2.54408e+07,peak,13.14
2.55761e+07,peak,20.00
2.57121e+07,peak,27.86
2.58489e+07,peak,27.73
2.59864e+07,peak,14.89
2.61247e+07,peak,14.76
2.62636e+07,peak,12.02
2.64033e+07,peak,11.77
2.65438e+07,peak,11.65
2.6827e+07,peak,11.52
2.69697e+07,peak,11.52
2.71131e+07,peak,11.40
2.72574e+07,peak,12.27
2.74024e+07,peak,14.14
2.75481e+07,peak,17.76
2.76947e+07,peak,24.36
2.7842e+07,peak,24.24
2.79901e+07,peak,24.11
2.8139e+07,peak,18.75
2.82887e+07,peak,14.64
2.84392e+07,peak,14.26
2.85905e+07,peak,13.02
2.87426e+07,peak,12.02
2.88955e+07,peak,11.15
2.90492e+07,peak,11.27
2.92037e+07,peak,12.39
2.9359e+07,peak,12.27
2.95152e+07,peak,13.39
2.96722e+07,peak,13.27
148084,average,35.09
148871,average,34.96
149663,average,34.84
150459,average,34.21
151260,average,38.58
152064,average,38.45
152873,average,37.33
153687,average,37.96
154504,average,38.83
155326,average,38.95
156152,average,39.08
156983,average,39.45
157818,average,39.83
158658,average,39.70
159502,average,39.58
160350,average,38.95
161203,average,40.57
162061,average,40.45
162923,average,39.33
163789,average,39.70
164661,average,40.07
165537,average,39.95
166417,average,39.83
167302,average,38.45
168192,average,37.08
169087,average,35.96
169987,average,34.59
170891,average,34.21
171800,average,33.84
172714,average,33.72
173633,average,33.34
174556,average,32.72
175485,average,32.09
176418,average,30.97
177357,average,29.85
178300,average,28.73
179249,average,27.61
180202,average,28.23
181161,average,29.35
182125,average,29.23
183093,average,27.36
184067,average,26.23
185047,average,25.11
186031,average,25.24
187021,average,25.86
188015,average,25.74
189016,average,27.11
190021,average,26.98
191032,average,26.86
192048,average,24.99
193070,average,24.86
194097,average,24.74
195129,average,24.11
196167,average,23.99
197211,average,23.87
198260,average,22.24
199315,average,20.87
200375,average,20.75
201441,average,20.62
202512,average,22.24
203590,average,24.11
204673,average,23.99
205761,average,24.61
206856,average,24.49
207956,average,24.36
209063,average,22.24
210175,average,20.37
211293,average,20.25
212417,average,19.88
213547,average,19.50
214683,average,19.13
215825,average,18.00
216973,average,17.13
218127,average,17.51
219287,average,18.38
220454,average,18.25
221627,average,16.38
222806,average,16.26
223991,average,18.38
225182,average,18.25
226380,average,18.13
227585,average,16.51
228795,average,15.39
230012,average,15.26
231236,average,15.14
232466,average,14.51
233703,average,13.89
234946,average,14.51
236196,average,15.64
237452,average,15.51
238715,average,13.89
239985,average,14.01
241262,average,13.64
242545,average,12.77
243835,average,12.14
245133,average,12.77
246437,average,13.64
247747,average,13.52
249065,average,13.89
250390,average,13.77
251722,average,14.14
253061,average,14.01
254408,average,13.89
255761,average,12.52
257121,average,12.39
258489,average,12.27
259864,average,11.40
261247,average,11.27
262636,average,11.15
264033,average,11.02
265438,average,10.90
266850,average,10.77
268270,average,10.65
269697,average,10.77
271131,average,11.15
272574,average,11.02
274024,average,12.39
275481,average,12.27
276947,average,12.14
278420,average,10.77
279901,average,12.39
281390,average,12.27
282887,average,10.90
284392,average,10.77
285905,average,12.64
287426,average,12.52
288955,average,12.39
290492,average,10.77
292037,average,11.65
293590,average,11.52
295152,average,12.14
296722,average,12.02
298301,average,13.39
299888,average,13.27
301483,average,13.14
303087,average,12.02
304699,average,13.14
306320,average,13.02
307949,average,13.39
309587,average,13.27
311234,average,13.14
312890,average,12.02
314554,average,11.15
316228,average,11.27
317910,average,13.64
319601,average,13.52
321301,average,12.64
323010,average,12.52
324729,average,12.89
326456,average,12.77
328193,average,12.64
329939,average,11.77
331694,average,10.65
333458,average,10.02
335232,average,9.65
337015,average,10.52
338808,average,11.65
340611,average,11.52
342422,average,11.15
344244,average,11.02
346075,average,9.90
347916,average,10.02
349767,average,10.40
351628,average,10.27
353498,average,9.65
355379,average,9.03
357269,average,8.40
359170,average,8.53
361080,average,9.15
363001,average,9.03
364932,average,9.65
366873,average,9.53
368825,average,9.40
370787,average,8.78
372759,average,8.15
374742,average,8.03
376736,average,7.91
378740,average,7.78
380755,average,7.41
382780,average,7.28
384816,average,7.16
386863,average,8.03
388921,average,9.40
390990,average,9.28
393070,average,9.15
395161,average,9.03
397263,average,9.40
399376,average,9.28
401501,average,9.15
403637,average,7.28
405784,average,5.41
407943,average,5.29
410113,average,5.41
412294,average,5.79
414488,average,6.41
416692,average,6.28
418909,average,3.92
421138,average,4.29
423378,average,5.16
425630,average,5.04
427894,average,3.92
430170,average,4.29
432459,average,4.66
434759,average,4.79
437072,average,5.66
439397,average,5.79
441734,average,6.16
444084,average,6.03
446447,average,5.91
448822,average,4.29
451209,average,2.67
453609,average,3.29
456022,average,4.16
458448,average,4.04
460887,average,3.92
463339,average,3.79
465804,average,5.66
468281,average,5.54
470772,average,5.41
473277,average,3.79
475794,average,6.41
478325,average,6.28
480870,average,3.67
483428,average,3.54
486000,average,2.67
488585,average,2.79
491184,average,3.42
493797,average,3.29
496424,average,2.67
499065,average,2.54
501719,average,4.66
504388,average,4.54
507071,average,4.41
509769,average,3.54
512481,average,3.42
515207,average,3.29
517947,average,1.92
520703,average,1.80
523473,average,5.66
526257,average,5.54
529057,average,3.92
531871,average,3.79
534701,average,2.42
537545,average,2.29
540404,average,2.17
543279,average,2.79
546169,average,3.67
549075,average,3.54
551995,average,2.42
554932,average,2.29
557884,average,2.42
560852,average,2.54
563835,average,2.67
566834,average,3.04
569850,average,3.67
572881,average,3.54
575929,average,3.67
578992,average,3.79
582072,average,3.42
585169,average,2.04
588282,average,0.92
591411,average,1.30
594557,average,1.92
597720,average,1.80
600900,average,1.92
604096,average,1.80
607310,average,1.67
610540,average,1.05
613788,average,5.91
617053,average,7.28
620336,average,8.90
623636,average,8.78
626953,average,7.41
630288,average,7.28
633641,average,1.92
637012,average,1.80
640400,average,1.92
643807,average,2.04
647232,average,2.17
650675,average,2.04
654136,average,2.17
657616,average,2.04
661114,average,2.17
664631,average,2.79
668167,average,3.67
671721,average,3.54
675294,average,2.67
678887,average,2.54
682498,average,3.67
686129,average,4.54
689779,average,5.41
693448,average,5.54
697137,average,5.91
700845,average,5.79
704573,average,5.66
708321,average,5.54
712089,average,5.16
715877,average,4.29
719686,average,3.67
723514,average,3.54
727363,average,7.41
731232,average,7.28
735122,average,7.66
739033,average,7.53
742964,average,7.41
746916,average,5.29
750890,average,3.17
754884,average,4.54
758900,average,6.41
762937,average,6.28
766995,average,2.67
771075,average,2.29
775177,average,1.67
779301,average,1.55
783446,average,1.42
787614,average,1.30
791804,average,1.42
796016,average,1.30
800250,average,1.42
804507,average,1.30
808787,average,1.42
813089,average,1.30
817415,average,1.17
821763,average,1.05
826134,average,0.92
830529,average,1.55
834947,average,2.42
839389,average,2.29
843854,average,0.67
848343,average,0.80
852856,average,1.17
857393,average,1.05
861954,average,1.17
866539,average,1.30
871148,average,1.67
875783,average,1.55
880441,average,1.42
885125,average,0.80
889834,average,1.17
894567,average,1.05
899326,average,-0.82
904110,average,-0.95
908919,average,-0.82
913754,average,-0.45
918615,average,-0.07
923502,average,-0.20
928415,average,-0.32
933353,average,0.05
938318,average,0.67
943310,average,0.55
948328,average,0.42
953373,average,0.05
958444,average,0.17
963543,average,0.05
968668,average,0.17
973821,average,0.05
979002,average,0.17
984210,average,0.05
989445,average,0.17
994709,average,0.05
1e+06,average,0.17
1.00532e+06,average,0.55
1.01067e+06,average,1.17
1.01604e+06,average,1.05
1.02145e+06,average,0.92
1.02688e+06,average,0.30
1.03235e+06,average,-0.32
1.03784e+06,average,-0.70
1.04336e+06,average,-0.82
1.04891e+06,average,-0.95
1.05449e+06,average,-0.82
1.0601e+06,average,-0.70
1.06574e+06,average,-0.57
1.07141e+06,average,-0.20
1.07711e+06,average,0.42
1.08283e+06,average,0.30
1.0886e+06,average,0.67
1.09439e+06,average,0.55
1.10021e+06,average,0.67
1.10606e+06,average,0.55
1.11194e+06,average,0.42
1.11786e+06,average,-0.20
1.12381e+06,average,-0.57
1.12978e+06,average,-0.20
1.13579e+06,average,0.42
1.14184e+06,average,0.30
1.14791e+06,average,-0.57
1.15402e+06,average,-0.70
1.16016e+06,average,-0.82
1.16633e+06,average,-0.70
1.17253e+06,average,-0.07
1.17877e+06,average,-0.20
1.18504e+06,average,-0.07
1.19134e+06,average,-0.20
1.19768e+06,average,-0.07
1.20405e+06,average,0.05
1.21046e+06,average,-0.32
1.2169e+06,average,-0.45
1.22337e+06,average,-0.07
1.22988e+06,average,-0.20
1.23642e+06,average,-0.07
1.243e+06,average,0.05
1.24961e+06,average,-0.07
1.25626e+06,average,-0.20
1.26294e+06,average,-0.32
1.26966e+06,average,-1.20
1.27641e+06,average,-0.57
1.2832e+06,average,-0.70
1.29003e+06,average,-0.57
1.29689e+06,average,-0.70
1.30379e+06,average,-0.57
1.31072e+06,average,-0.45
1.3177e+06,average,-0.82
1.32471e+06,average,-0.70
1.33175e+06,average,-0.07
1.33884e+06,average,-0.20
1.34596e+06,average,-0.32
1.35312e+06,average,-0.70
1.36032e+06,average,-1.07
1.36755e+06,average,-0.95
1.37483e+06,average,-0.82
1.38214e+06,average,-0.20
1.3895e+06,average,0.42
1.39689e+06,average,0.30
1.40432e+06,average,0.17
1.41179e+06,average,-0.70
1.4193e+06,average,-1.57
1.42685e+06,average,-1.45
1.43444e+06,average,-1.07
1.44207e+06,average,-1.20
1.44974e+06,average,-0.57
1.45745e+06,average,-0.70
1.46521e+06,average,-0.57
1.473e+06,average,-0.45
1.48084e+06,average,-0.57
1.48871e+06,average,-0.45
1.49663e+06,average,-0.57
1.50459e+06,average,-0.45
1.5126e+06,average,-0.57
1.52064e+06,average,-0.45
1.52873e+06,average,-0.57
1.53687e+06,average,-0.45
1.54504e+06,average,-0.57
1.55326e+06,average,-0.45
1.56152e+06,average,-0.57
1.56983e+06,average,-0.45
1.57818e+06,average,-0.57
1.58658e+06,average,-0.45
1.59502e+06,average,-0.57
1.6035e+06,average,-0.45
1.61203e+06,average,-0.57
1.62061e+06,average,-0.70
1.62923e+06,average,-0.82
1.63789e+06,average,-1.45
1.64661e+06,average,-0.07
1.65537e+06,average,-0.20
1.66417e+06,average,-0.32
1.67302e+06,average,-0.70
1.68192e+06,average,-0.82
1.69087e+06,average,-0.95
1.69987e+06,average,-0.07
1.70891e+06,average,-0.20
1.718e+06,average,-0.32
1.72714e+06,average,-0.70
1.73633e+06,average,-0.07
1.74556e+06,average,0.05
1.75485e+06,average,0.42
1.76418e+06,average,0.30
1.77357e+06,average,0.17
1.783e+06,average,-0.45
1.79249e+06,average,-0.82
1.80202e+06,average,-0.95
1.81161e+06,average,0.67
1.82125e+06,average,1.30
1.83093e+06,average,1.92
1.84067e+06,average,1.80
1.85047e+06,average,1.67
1.86031e+06,average,1.55
1.87021e+06,average,0.42
1.88015e+06,average,0.05
1.89016e+06,average,-0.32
1.90021e+06,average,-0.45
1.91032e+06,average,-0.32
1.92048e+06,average,-0.45
1.9307e+06,average,-0.32
1.94097e+06,average,-0.45
1.95129e+06,average,-0.57
1.96167e+06,average,-0.70
1.97211e+06,average,-0.82
1.9826e+06,average,-0.70
1.99315e+06,average,-0.07
2.00375e+06,average,-0.20
2.01441e+06,average,-0.57
2.02512e+06,average,-0.70
2.0359e+06,average,-0.57
2.04673e+06,average,-0.45
2.05761e+06,average,-0.07
2.06856e+06,average,-0.20
2.07956e+06,average,-0.32
2.09063e+06,average,-0.70
2.10175e+06,average,3.92
2.11293e+06,average,7.53
2.12417e+06,average,17.38
2.13547e+06,average,17.51
2.14683e+06,average,9.15
2.15825e+06,average,9.03
2.16973e+06,average,-0.07
2.18127e+06,average,-0.45
2.19287e+06,average,-0.82
2.20454e+06,average,-0.95
2.21627e+06,average,-0.82
2.22806e+06,average,-0.70
2.23991e+06,average,-0.57
2.25182e+06,average,-0.45
2.2638e+06,average,-0.32
2.27585e+06,average,-0.45
2.28795e+06,average,-0.32
2.30012e+06,average,-0.45
2.31236e+06,average,-0.57
2.32466e+06,average,-0.20
2.33703e+06,average,0.42
2.34946e+06,average,0.30
2.36196e+06,average,-0.32
2.37452e+06,average,-0.45
2.38715e+06,average,-0.32
2.39985e+06,average,-0.20
2.41262e+06,average,-0.07
2.42545e+06,average,0.55
2.43835e+06,average,1.17
2.45133e+06,average,1.30
2.46437e+06,average,1.67
2.47747e+06,average,1.55
2.49065e+06,average,1.42
2.5039e+06,average,0.80
2.51722e+06,average,0.42
2.53061e+06,average,0.30
2.54408e+06,average,0.17
2.55761e+06,average,0.05
2.57121e+06,average,-0.07
2.58489e+06,average,-0.20
2.59864e+06,average,-0.32
2.61247e+06,average,-0.45
2.62636e+06,average,-0.57
2.64033e+06,average,-0.45
2.65438e+06,average,-0.57
2.6685e+06,average,-0.45
2.6827e+06,average,-0.32
2.69697e+06,average,0.05
2.71131e+06,average,0.42
2.72574e+06,average,0.30
2.74024e+06,average,-0.32
2.75481e+06,average,-0.45
2.76947e+06,average,-0.32
2.7842e+06,average,-0.20
2.79901e+06,average,-0.07
2.8139e+06,average,0.05
2.82887e+06,average,0.42
2.84392e+06,average,0.55
2.85905e+06,average,0.67
2.87426e+06,average,0.55
2.88955e+06,average,0.42
2.90492e+06,average,0.05
2.92037e+06,average,-0.07
2.9359e+06,average,0.05
2.95152e+06,average,0.17
2.96722e+06,average,0.05
2.98301e+06,average,0.17
2.99888e+06,average,0.05
3.01483e+06,average,-0.07
3.03087e+06,average,0.05
3.04699e+06,average,0.17
3.0632e+06,average,0.30
3.07949e+06,average,0.42
3.09587e+06,average,0.55
3.11234e+06,average,0.67
3.1289e+06,average,0.55
3.14554e+06,average,0.67
3.16228e+06,average,0.55
3.1791e+06,average,0.42
3.19601e+06,average,0.30
3.21301e+06,average,0.17
3.2301e+06,average,0.05
3.24729e+06,average,0.17
3.26456e+06,average,0.05
3.28193e+06,average,0.17
3.29939e+06,average,0.30
3.31694e+06,average,-0.07
3.33458e+06,average,-0.20
3.35232e+06,average,-0.32
3.37015e+06,average,-0.45
3.38808e+06,average,-0.57
3.40611e+06,average,-0.45
3.42422e+06,average,-0.32
3.44244e+06,average,-0.20
3.46075e+06,average,-0.07
3.47916e+06,average,-0.20
3.49767e+06,average,-0.07
3.51628e+06,average,0.05
3.53498e+06,average,-0.07
3.55379e+06,average,0.05
3.57269e+06,average,-0.07
3.5917e+06,average,0.05
3.6108e+06,average,0.17
3.63001e+06,average,0.80
3.64932e+06,average,1.67
3.66873e+06,average,1.55
3.68825e+06,average,1.67
3.70787e+06,average,1.55
3.72759e+06,average,1.42
3.74742e+06,average,0.80
3.76736e+06,average,-0.07
3.7874e+06,average,-0.20
3.80755e+06,average,-0.32
3.8278e+06,average,-0.45
3.84816e+06,average,-0.32
3.86863e+06,average,-0.45
3.88921e+06,average,-0.32
3.9099e+06,average,-0.45
3.9307e+06,average,-0.57
3.95161e+06,average,-0.70
3.97263e+06,average,-0.82
3.99376e+06,average,-0.95
4.01501e+06,average,-1.07
4.03637e+06,average,-0.70
4.05784e+06,average,-0.07
4.07943e+06,average,-0.20
4.10113e+06,average,-0.82
4.12294e+06,average,-0.95
4.14488e+06,average,-0.82
4.16692e+06,average,-0.95
4.18909e+06,average,-0.82
4.21138e+06,average,-0.95
4.23378e+06,average,10.65
4.2563e+06,average,10.77
4.27894e+06,average,8.65
4.3017e+06,average,8.53
4.32459e+06,average,-0.32
4.34759e+06,average,-0.45
4.37072e+06,average,-0.32
4.39397e+06,average,0.30
4.41734e+06,average,1.17
4.44084e+06,average,1.30
4.46447e+06,average,2.42
4.48822e+06,average,2.29
4.51209e+06,average,2.42
4.53609e+06,average,4.04
4.56022e+06,average,5.91
4.58448e+06,average,5.79
4.60887e+06,average,6.41
4.63339e+06,average,6.28
4.65804e+06,average,6.16
4.68281e+06,average,4.79
4.70772e+06,average,3.42
4.73277e+06,average,3.04
4.75794e+06,average,2.92
4.78325e+06,average,2.79
4.8087e+06,average,2.67
4.83428e+06,average,2.79
4.86e+06,average,2.67
4.88585e+06,average,3.29
4.91184e+06,average,3.92
4.93797e+06,average,3.79
4.96424e+06,average,3.67
4.99065e+06,average,3.54
5.01719e+06,average,3.17
5.04388e+06,average,3.04
5.07071e+06,average,2.92
5.09769e+06,average,2.79
5.12481e+06,average,2.67
5.15207e+06,average,2.54
5.17947e+06,average,2.42
5.20703e+06,average,2.29
5.23473e+06,average,2.17
5.26257e+06,average,2.04
5.29057e+06,average,1.92
5.31871e+06,average,2.04
5.34701e+06,average,1.92
5.37545e+06,average,1.80
5.40404e+06,average,1.42
5.43279e+06,average,1.05
5.46169e+06,average,0.92
5.49075e+06,average,0.80
5.51995e+06,average,0.42
5.54932e+06,average,0.30
5.57884e+06,average,0.17
5.60852e+06,average,0.05
5.63835e+06,average,0.17
5.66834e+06,average,0.05
5.6985e+06,average,0.17
5.72881e+06,average,0.05
5.75929e+06,average,-0.07
5.78992e+06,average,0.05
5.82072e+06,average,-0.07
5.85169e+06,average,0.05
5.88282e+06,average,-0.07
5.91411e+06,average,0.05
5.94557e+06,average,-0.07
5.9772e+06,average,0.80
6.009e+06,average,1.67
6.04096e+06,average,1.55
6.0731e+06,average,1.17
6.1054e+06,average,1.05
6.13788e+06,average,0.92
6.17053e+06,average,0.80
6.20336e+06,average,0.67
6.23636e+06,average,0.80
6.26953e+06,average,0.67
6.30288e+06,average,1.30
6.33641e+06,average,1.92
6.37012e+06,average,1.80
6.404e+06,average,11.15
6.43807e+06,average,11.02
6.47232e+06,average,10.90
6.50675e+06,average,5.79
6.54136e+06,average,2.92
6.57616e+06,average,2.79
6.61114e+06,average,4.91
6.64631e+06,average,6.03
6.68167e+06,average,7.41
6.71721e+06,average,7.28
6.75294e+06,average,6.41
6.78887e+06,average,6.28
6.82498e+06,average,3.42
6.86129e+06,average,2.54
6.89779e+06,average,1.92
6.93448e+06,average,1.80
6.97137e+06,average,1.67
7.00845e+06,average,1.55
7.04573e+06,average,1.17
7.08321e+06,average,0.80
7.12089e+06,average,0.67
7.15877e+06,average,0.55
7.19686e+06,average,0.42
7.23514e+06,average,0.55
7.27363e+06,average,0.42
7.31232e+06,average,0.30
7.35122e+06,average,-0.07
7.39033e+06,average,-0.20
7.42964e+06,average,-0.32
7.46916e+06,average,-0.45
7.5089e+06,average,-0.32
7.54884e+06,average,-0.45
7.589e+06,average,-0.32
7.62937e+06,average,-0.45
7.66995e+06,average,-0.57
7.71075e+06,average,-0.45
7.75177e+06,average,-0.57
7.79301e+06,average,-0.45
7.83446e+06,average,-0.57
7.87614e+06,average,-0.45
7.91804e+06,average,-0.32
7.96016e+06,average,0.05
8.0025e+06,average,0.42
8.04507e+06,average,0.30
8.08787e+06,average,0.17
8.13089e+06,average,0.30
8.17415e+06,average,0.67
8.21763e+06,average,0.55
8.26134e+06,average,0.67
8.30529e+06,average,0.55
8.34947e+06,average,0.17
8.39389e+06,average,-0.20
8.43854e+06,average,-0.32
8.48343e+06,average,-0.45
8.52856e+06,average,7.66
8.57393e+06,average,7.53
8.61954e+06,average,0.42
8.66539e+06,average,1.05
8.71148e+06,average,1.92
8.75783e+06,average,3.04
8.80441e+06,average,4.16
8.85125e+06,average,4.04
8.89834e+06,average,2.92
8.94567e+06,average,2.79
8.99326e+06,average,1.17
9.0411e+06,average,0.80
9.08919e+06,average,0.42
9.13754e+06,average,0.30
9.18615e+06,average,0.17
9.23502e+06,average,0.05
9.28415e+06,average,-0.07
9.33353e+06,average,-0.20
9.38318e+06,average,-0.57
9.4331e+06,average,-0.70
9.48328e+06,average,-0.82
9.53373e+06,average,-0.70
9.58444e+06,average,-0.07
9.63543e+06,average,-0.20
9.68668e+06,average,-0.07
9.73821e+06,average,0.05
9.79002e+06,average,0.42
9.8421e+06,average,1.05
9.89445e+06,average,1.67
9.94709e+06,average,1.55
1e+07,average,1.17
1.00532e+07,average,1.30
1.01067e+07,average,1.67
1.01604e+07,average,1.55
1.02145e+07,average,1.67
1.02688e+07,average,2.04
1.03235e+07,average,2.67
1.03784e+07,average,2.54
1.04336e+07,average,2.42
1.04891e+07,average,1.30
1.05449e+07,average,0.17
1.0601e+07,average,0.05
1.06574e+07,average,10.65
1.07141e+07,average,10.77
1.07711e+07,average,1.17
1.08283e+07,average,2.04
1.0886e+07,average,2.92
1.09439e+07,average,2.79
1.10021e+07,average,3.67
1.10606e+07,average,3.54
1.11194e+07,average,3.42
1.11786e+07,average,1.80
1.12381e+07,average,-0.07
1.12978e+07,average,-0.20
1.13579e+07,average,-0.32
1.14184e+07,average,-0.45
1.14791e+07,average,-0.32
1.15402e+07,average,0.05
1.16016e+07,average,0.42
1.16633e+07,average,0.55
1.17253e+07,average,1.17
1.17877e+07,average,1.05
1.18504e+07,average,1.17
1.19134e+07,average,1.55
1.19768e+07,average,1.92
1.20405e+07,average,2.29
1.21046e+07,average,2.67
1.2169e+07,average,2.54
1.22337e+07,average,2.42
1.22988e+07,average,2.04
1.23642e+07,average,1.67
1.243e+07,average,1.80
1.24961e+07,average,1.42
1.25626e+07,average,1.05
1.26294e+07,average,0.67
1.26966e+07,average,0.55
1.27641e+07,average,9.40
1.2832e+07,average,9.28
1.29003e+07,average,9.15
1.29689e+07,average,4.79
1.30379e+07,average,3.42
1.31072e+07,average,3.29
1.3177e+07,average,2.42
1.32471e+07,average,2.29
1.33175e+07,average,0.67
1.33884e+07,average,0.55
1.34596e+07,average,0.67
1.35312e+07,average,0.55
1.36032e+07,average,0.67
1.36755e+07,average,0.80
1.37483e+07,average,0.92
1.38214e+07,average,1.05
1.3895e+07,average,1.17
1.39689e+07,average,1.30
1.40432e+07,average,1.42
1.41179e+07,average,1.30
1.4193e+07,average,1.17
1.42685e+07,average,0.80
1.43444e+07,average,0.67
1.44207e+07,average,0.55
1.44974e+07,average,0.42
1.45745e+07,average,0.30
1.46521e+07,average,0.17
1.473e+07,average,0.05
1.48084e+07,average,-0.07
1.48871e+07,average,0.80
1.49663e+07,average,1.92
1.50459e+07,average,1.80
1.5126e+07,average,2.42
1.52064e+07,average,4.04
1.52873e+07,average,5.66
1.53687e+07,average,5.54
1.54504e+07,average,5.41
1.55326e+07,average,3.54
1.56152e+07,average,1.67
1.56983e+07,average,1.30
1.57818e+07,average,0.92
1.58658e+07,average,0.80
1.59502e+07,average,0.67
1.6035e+07,average,0.80
1.61203e+07,average,0.67
1.62061e+07,average,0.55
1.62923e+07,average,0.42
1.63789e+07,average,0.55
1.64661e+07,average,0.42
1.65537e+07,average,0.55
1.66417e+07,average,0.42
1.67302e+07,average,0.30
1.68192e+07,average,0.17
1.69087e+07,average,0.05
1.69987e+07,average,6.66
1.70891e+07,average,6.53
1.718e+07,average,1.17
1.72714e+07,average,3.29
1.73633e+07,average,5.66
1.74556e+07,average,5.54
1.75485e+07,average,2.67
1.76418e+07,average,2.54
1.77357e+07,average,0.67
1.783e+07,average,0.30
1.79249e+07,average,0.17
1.80202e+07,average,0.05
1.81161e+07,average,0.17
1.82125e+07,average,0.30
1.83093e+07,average,0.67
1.84067e+07,average,1.05
1.85047e+07,average,1.67
1.86031e+07,average,1.55
1.87021e+07,average,1.17
1.88015e+07,average,1.55
1.89016e+07,average,1.92
1.90021e+07,average,4.54
1.91032e+07,average,7.41
1.92048e+07,average,7.28
1.9307e+07,average,7.16
1.94097e+07,average,4.79
1.95129e+07,average,6.16
1.96167e+07,average,6.03
1.97211e+07,average,1.67
1.9826e+07,average,1.05
1.99315e+07,average,0.67
2.00375e+07,average,0.55
2.01441e+07,average,0.67
2.02512e+07,average,1.30
2.0359e+07,average,1.92
2.04673e+07,average,1.80
2.05761e+07,average,2.67
2.06856e+07,average,2.54
2.07956e+07,average,2.42
2.09063e+07,average,1.80
2.10175e+07,average,1.42
2.11293e+07,average,1.30
2.12417e+07,average,4.66
2.13547e+07,average,4.54
2.14683e+07,average,4.41
2.15825e+07,average,3.04
2.16973e+07,average,4.66
2.18127e+07,average,4.54
2.19287e+07,average,4.41
2.20454e+07,average,2.29
2.21627e+07,average,1.67
2.22806e+07,average,1.55
2.23991e+07,average,2.42
2.25182e+07,average,2.54
2.2638e+07,average,2.67
2.27585e+07,average,2.54
2.28795e+07,average,2.42
2.30012e+07,average,1.55
2.31236e+07,average,0.67
2.32466e+07,average,0.55
